"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"443","separating facts from myths about acne can help you prevent it read here to learn what the real facts are",FALSE,0,NA,2017-11-07 19:11:24,FALSE,NA,"927976797794394112",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","SkinDeepLaserVA",0,FALSE,FALSE,NA,NA
"444","oh and guise i went to a dermatologist today and she gave me proper acne medicine so theres hope for me",FALSE,0,NA,2017-11-07 19:11:15,FALSE,NA,"927976762709020674",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kokobopmx",0,FALSE,FALSE,NA,NA
"445","please rt beauty makeup skincare a cleanser just for adult acne",FALSE,0,NA,2017-11-07 19:11:12,FALSE,NA,"927976749585125376",NA,"<a href=""https://laquesea.com"" rel=""nofollow"">MyBeautyBloggg</a>","MyBeautyBloggg",0,FALSE,FALSE,NA,NA
"446","acne is a bitch like can it justfuck off",FALSE,0,NA,2017-11-07 19:11:02,FALSE,NA,"927976706668888065",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DolansThickAss",0,FALSE,FALSE,NA,NA
"447","hey can anyone recommend any products that fade away dark acne spotsscars",FALSE,4,NA,2017-11-07 19:10:56,FALSE,NA,"927976683411423232",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sleepyimouto",0,FALSE,FALSE,NA,NA
"448","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 19:10:15,FALSE,NA,"927976509989457920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mrs_Cr7",4262,TRUE,FALSE,NA,NA
"449","turmeric oatmeal shea butter amp green tea soapwounds eczema antiinflammatory acne",FALSE,0,NA,2017-11-07 19:10:03,FALSE,NA,"927976458143793153",NA,"<a href=""https://www.sweetertweet.com"" rel=""nofollow"">SweeterTweet</a>","TeaHerbMilkSoap",0,FALSE,FALSE,NA,NA
"450","tired of the scars that acne left behind jmisko has a solution thats onsale now this month only purchase here",FALSE,0,NA,2017-11-07 19:10:03,TRUE,NA,"927976457539813377",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","JMISKO_MD",0,FALSE,FALSE,NA,NA
"451","check out ameys version of never been happier sheffieldites",FALSE,0,"kid_acne",2017-11-07 19:10:01,FALSE,NA,"927976448731897858","374606409","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","RygbiAmByth",0,FALSE,FALSE,NA,NA
"452","i had the most incredible acne amp subsequent scarring in my teens with alot of care my skins",FALSE,0,NA,2017-11-07 19:09:59,FALSE,NA,"927976442364772352",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","damian_perkins",0,FALSE,FALSE,NA,NA
"453","i complain so much about acne amp i try to remind myself there are worse things in life but fuck it ruins my confidence so bad",FALSE,0,NA,2017-11-07 19:09:28,FALSE,NA,"927976311905075200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cindinn_",4,TRUE,FALSE,NA,NA
"454","acne is the devil",FALSE,0,NA,2017-11-07 19:09:13,FALSE,NA,"927976250131582976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","l0nelyl0vat0",0,FALSE,FALSE,NA,NA
"455","how long have you hadwhat have you tried ive has severe acne foryears and finall",FALSE,0,"ineverlikedyouu",2017-11-07 19:08:38,TRUE,"927955324593610752","927976104354304002","1319398459","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sassypizzaluvr",0,FALSE,FALSE,NA,NA
"456","got acne youre not alone and these products can help",FALSE,0,NA,2017-11-07 19:08:22,FALSE,NA,"927976033634136064",NA,"<a href=""http://meetedgar.com"" rel=""nofollow"">Meet Edgar</a>","sarahapriceca",0,FALSE,FALSE,NA,NA
"457","i dont mean to sound conceited but im really tired of all these mother fucking sailors tryingget in my pants amp",FALSE,2,NA,2017-11-07 19:07:53,TRUE,NA,"927975915652464640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jo3theboot",0,FALSE,FALSE,NA,NA
"458","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 19:07:40,FALSE,NA,"927975859683815424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lionbunnyy",4262,TRUE,FALSE,NA,NA
"459","lets roleplay as this steampunk acne",FALSE,0,NA,2017-11-07 19:07:28,FALSE,NA,"927975807502503937",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yesmenaretrash",4,TRUE,FALSE,NA,NA
"460","hormonal acne amp periods delightful topic for todays ep of pmsparty

grab a snack a blankie amp rt if ye like

ht",FALSE,0,NA,2017-11-07 19:07:22,FALSE,NA,"927975782768676864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","colecerys123",5,TRUE,FALSE,NA,NA
"461","herbal treatment for acne by known doctors for free consultation visit",FALSE,0,NA,2017-11-07 19:07:19,FALSE,NA,"927975771766788096",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","Herbal_Clinics",0,FALSE,FALSE,NA,NA
"462","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 19:07:18,FALSE,NA,"927975766251528194",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","marinometi",4262,TRUE,FALSE,NA,NA
"463","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 19:06:57,FALSE,NA,"927975680444264448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","karissaferg",4262,TRUE,FALSE,NA,NA
"464","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 19:06:48,FALSE,NA,"927975640703397888",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","leealxndra",4262,TRUE,FALSE,NA,NA
"465","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 19:06:41,FALSE,NA,"927975609904623616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","amberdebanks",4262,TRUE,FALSE,NA,NA
"466",NA,FALSE,1,NA,2017-11-07 19:06:27,FALSE,NA,"927975555328176128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","elyisanbaby",1,FALSE,FALSE,NA,NA
"467","improve your skin naturally using led light therapy it works wonders on wrinkles and treats scars and acne",FALSE,0,NA,2017-11-07 19:06:12,FALSE,NA,"927975492115976192",NA,"<a href=""http://www.mainstreethub.com/consultation/?source=twitter_post_tool"" rel=""nofollow"">Main Street Hub</a>","OksanaSkinCare",0,FALSE,FALSE,NA,NA
"468","improves your acne or prevents it",FALSE,0,NA,2017-11-07 19:05:31,FALSE,NA,"927975320321445888",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","ntsikimazwai",1,TRUE,FALSE,NA,NA
"469","zo skin healthbelmore dentalwhat is acne",FALSE,0,NA,2017-11-07 19:05:24,FALSE,NA,"927975290986524673",NA,"<a href=""http://meetedgar.com"" rel=""nofollow"">Meet Edgar</a>","BelmoreDental",0,FALSE,FALSE,NA,NA
"470","if this nexplanon causes me acne im gon be mad my skin too good",FALSE,0,NA,2017-11-07 19:05:24,FALSE,NA,"927975287161270272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mmarcelinoxo",0,FALSE,FALSE,NA,NA
"471","acne as soon as you start feeling confident",FALSE,0,NA,2017-11-07 19:05:15,FALSE,NA,"927975250293293056",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kysshen",28,TRUE,FALSE,NA,NA
"472","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 19:05:02,FALSE,NA,"927975194739617793",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","princessdarynne",4262,TRUE,FALSE,NA,NA
"473","i have alot of damn acne and i get insecure ab it but im honestly over it",FALSE,0,NA,2017-11-07 19:04:59,FALSE,NA,"927975183788511233",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tamar_t03",11,TRUE,FALSE,NA,NA
"474","just saw this on amazon scar cream scar gel scar treatment acne sc by cheriolloffice for",FALSE,0,NA,2017-11-07 19:04:52,FALSE,NA,"927975154293997568",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","alijajeckson3",7,TRUE,FALSE,NA,NA
"475","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 19:04:51,FALSE,NA,"927975148933861376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dominickherron",4262,TRUE,FALSE,NA,NA
"476","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 19:04:28,FALSE,NA,"927975054503055360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","claudiyuhhh",4262,TRUE,FALSE,NA,NA
"477","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 19:04:18,FALSE,NA,"927975012254011393",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Iyderally",4262,TRUE,FALSE,NA,NA
"478",NA,FALSE,0,NA,2017-11-07 19:04:10,FALSE,NA,"927974979760721920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FemRichSpace",2,TRUE,FALSE,NA,NA
"479","acne affects all of useven our petsfelineacne",FALSE,0,NA,2017-11-07 19:04:06,FALSE,NA,"927974963411406848",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","bobbybukamd",0,FALSE,FALSE,NA,NA
"480","improves your acne or prevents it",FALSE,1,"Tillytiny1",2017-11-07 19:04:02,FALSE,"927972760105684992","927974945765974017","809097884146761729","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mnothisnqo",1,FALSE,FALSE,NA,NA
"481","this weekly face mask is doing wonders for my acne i might start to look like a cute boy again cant be short and ugly woah plshelp",FALSE,1,NA,2017-11-07 19:03:52,FALSE,NA,"927974901172056066",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","loving_a_shadow",0,FALSE,FALSE,NA,NA
"482","a new phone or some stuff to help my acne",FALSE,0,"urbandoll",2017-11-07 19:03:49,FALSE,"927954319168569344","927974890300350464","2847258711","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haleymarieee14",0,FALSE,FALSE,NA,NA
"483","daisei cured my depression cleared up my acne made my crops fertile",FALSE,1,"haiiiioooo",2017-11-07 19:03:44,FALSE,"927973807440220160","927974868020277248","748716465977634816","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","haiiiioooo",0,FALSE,FALSE,NA,NA
"484",NA,FALSE,0,NA,2017-11-07 19:03:07,FALSE,NA,"927974713309253632",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","isoemi_",84,TRUE,FALSE,NA,NA
"485","the acne on my forehead is so bad wtf happened to my clear skin",FALSE,1,NA,2017-11-07 19:03:02,FALSE,NA,"927974693470171137",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","minseokvibe",0,FALSE,FALSE,NA,NA
"486","why the fuck do people point out acneany skin problems in general like i promise ive noticed my skin is freaking the fuc",FALSE,0,NA,2017-11-07 19:02:54,FALSE,NA,"927974658045108224",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","graysbae93",71,TRUE,FALSE,NA,NA
"487","aerolase neo packages areoff
this virtually painless laser eliminates acne scars reduces wrinkles and tight",FALSE,0,NA,2017-11-07 19:02:45,TRUE,NA,"927974621571371008",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ALC_Modesto",0,FALSE,FALSE,NA,NA
"488","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 19:02:42,FALSE,NA,"927974609252691968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","halfxsleeper",4262,TRUE,FALSE,NA,NA
"489",NA,FALSE,0,NA,2017-11-07 19:02:39,FALSE,NA,"927974596552396802",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","smilesforseavey",3,TRUE,FALSE,NA,NA
"490","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 19:02:24,FALSE,NA,"927974533797117953",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jess_rose_19",4262,TRUE,FALSE,NA,NA
"491","please rt beauty makeup skincare a cleanser just for adult acne",FALSE,0,NA,2017-11-07 19:02:20,FALSE,NA,"927974515149365248",NA,"<a href=""https://laquesea.com"" rel=""nofollow"">BautyTrnd</a>","BautyTrnd",0,FALSE,FALSE,NA,NA
"492","lifehackssurprising ways to use banana peels
acnetreatment teethwhitening",FALSE,0,NA,2017-11-07 19:02:06,FALSE,NA,"927974459582988288",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","The_Organics_B",0,FALSE,FALSE,NA,NA
"493","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 19:01:54,FALSE,NA,"927974408869818368",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hottermellon",4262,TRUE,FALSE,NA,NA
"494","ive heard really good things about wet n wilds photo focus foundation and same w elfs acne fighting one too",FALSE,1,"emtreas",2017-11-07 19:01:45,FALSE,"927972876241850368","927974371930640385","4715936415","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","spicymarlie",0,FALSE,FALSE,NA,NA
"495","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 19:01:44,FALSE,NA,"927974366247350272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LaPetiteFleurr",4262,TRUE,FALSE,NA,NA
"496","ive only used my dermaroller a few times and the pitting from acne i use to have has literally gone",FALSE,0,NA,2017-11-07 19:01:32,FALSE,NA,"927974317257842688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","louiseroseee",0,FALSE,FALSE,NA,NA
"497","remember it is not a good idea to pop them though acnease acne pimples pop facial beauty",FALSE,0,NA,2017-11-07 19:01:28,FALSE,NA,"927974299151011840",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","acnease",0,FALSE,FALSE,NA,NA
"498","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 19:01:25,FALSE,NA,"927974285074763778",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thugswagfly",4262,TRUE,FALSE,NA,NA
"499","acne",FALSE,0,"Marvlios",2017-11-07 19:01:21,FALSE,"927968184673677312","927974269656629253","860408683","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Gr8ismail",0,FALSE,FALSE,NA,NA
"500","why do we have to get acne when were stressed like its as if i have enough problems already",FALSE,0,NA,2017-11-07 19:01:21,FALSE,NA,"927974267706314753",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","justjenae",0,FALSE,FALSE,NA,NA
"501","acne causes",FALSE,0,NA,2017-11-07 19:01:17,FALSE,NA,"927974253173071873",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","SeauxCocoa",0,FALSE,FALSE,NA,NA
"502","acne as soon as you start feeling confident",FALSE,0,NA,2017-11-07 19:01:11,FALSE,NA,"927974227529158663",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","peachffuz",28,TRUE,FALSE,NA,NA
"503","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 19:01:06,FALSE,NA,"927974208185012225",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","breabell213",4262,TRUE,FALSE,NA,NA
"504","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 19:00:40,FALSE,NA,"927974099560808448",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","laurenlonh",4262,TRUE,FALSE,NA,NA
"505","surprised to see acne in the morning it may be your dirty bed linens read more about tas natural linen sprays",FALSE,0,NA,2017-11-07 19:00:36,TRUE,NA,"927974082292969472",NA,"<a href=""https://www.later.com"" rel=""nofollow"">LaterMedia</a>","TreeActiv",0,FALSE,FALSE,NA,NA
"506","people use birth control for more reasons than just sex hormonal imbalances medical issues ovarian cysts acne  you",FALSE,0,NA,2017-11-07 19:00:30,FALSE,NA,"927974057450070016",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","beyoncesanatomy",30390,TRUE,FALSE,NA,NA
"507","chamomile oatmeal amp goat milk soapacne dry skin wrinkles skin rashes blackheads",FALSE,0,NA,2017-11-07 19:00:04,FALSE,NA,"927973945067831296",NA,"<a href=""https://www.sweetertweet.com"" rel=""nofollow"">SweeterTweet</a>","TeaHerbMilkSoap",0,FALSE,FALSE,NA,NA
"508","acne as soon as you start feeling confident",FALSE,0,NA,2017-11-07 18:59:09,FALSE,NA,"927973718143488000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GregLovesYou",28,TRUE,FALSE,NA,NA
"509","acne as soon as you start feeling confident",FALSE,0,NA,2017-11-07 18:59:07,FALSE,NA,"927973705665392640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bjspearstan",28,TRUE,FALSE,NA,NA
"510","i hate hate hate acne",FALSE,0,NA,2017-11-07 18:59:01,FALSE,NA,"927973682831593472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","brandonnparkk",2,TRUE,FALSE,NA,NA
"511","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 18:58:59,FALSE,NA,"927973674283442176",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yungseasons",4262,TRUE,FALSE,NA,NA
"512","a lifechanging acne coverup technique",FALSE,0,NA,2017-11-07 18:58:54,FALSE,NA,"927973654943666176",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","__blizzard",0,FALSE,FALSE,NA,NA
"513","i just want my acne to go go go away",FALSE,0,NA,2017-11-07 18:58:53,FALSE,NA,"927973650032099328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mclovin_diaz",1,TRUE,FALSE,NA,NA
"514","acne as soon as you start feeling confident",FALSE,0,NA,2017-11-07 18:58:23,FALSE,NA,"927973523003465729",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","xjnse",28,TRUE,FALSE,NA,NA
"515","why does acne ruin my life",FALSE,0,NA,2017-11-07 18:58:00,FALSE,NA,"927973425569710080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WilesLindsey",7,TRUE,FALSE,NA,NA
"516","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 18:57:49,FALSE,NA,"927973380460023810",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","katdxvies",4262,TRUE,FALSE,NA,NA
"517",NA,FALSE,1,NA,2017-11-07 18:57:44,TRUE,NA,"927973357886287872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mmea_organics",3,FALSE,FALSE,NA,NA
"518","my skin irl vs my skin with makeup its something im so insecure about but im trying to let yall know its okay to ha",FALSE,0,NA,2017-11-07 18:57:15,FALSE,NA,"927973239040684032",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JMoWilder",13,TRUE,FALSE,NA,NA
"519","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 18:57:07,FALSE,NA,"927973203795783681",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","arlyn514",4262,TRUE,FALSE,NA,NA
"520","a facial for my bad cystic acne self",FALSE,0,"urbandoll",2017-11-07 18:56:40,FALSE,"927954319168569344","927973089828376576","2847258711","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","badgalmia___",0,FALSE,FALSE,NA,NA
"521","i blame school for my acne",FALSE,0,NA,2017-11-07 18:56:30,FALSE,NA,"927973048711634950",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","trapking_1998",3,TRUE,FALSE,NA,NA
"522","as a teenager i hated my oily acneprone skinnow on the dawn ofi dont have any wrinkles yet and",FALSE,0,NA,2017-11-07 18:56:28,FALSE,NA,"927973039970463744",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MNmelississippi",1,TRUE,FALSE,NA,NA
"523","my skincare program dealing with acne scarsltlt",FALSE,1,NA,2017-11-07 18:56:01,FALSE,NA,"927972929639538688",NA,"<a href=""http://healthvideo.org"" rel=""nofollow"">App - Twittmate genial</a>","healthvideoorg",0,FALSE,FALSE,NA,NA
"524","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 18:55:49,FALSE,NA,"927972875243487233",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","zoeenoelle_",4262,TRUE,FALSE,NA,NA
"525","come with your imperfections your acne your moodsyour sadness becoz if you are perfect then there is no place for me",FALSE,0,NA,2017-11-07 18:55:35,FALSE,NA,"927972819669045248",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Mizz_Lucree",0,FALSE,FALSE,NA,NA
"526","me i have so much acne on my face
elie but you only have one face under ur acne",FALSE,3,NA,2017-11-07 18:55:34,FALSE,NA,"927972813851504640",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DurziPimp",0,FALSE,FALSE,NA,NA
"527","acne as soon as you start feeling confident",FALSE,0,NA,2017-11-07 18:55:31,FALSE,NA,"927972801155387392",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","convincehope",28,TRUE,FALSE,NA,NA
"528","acne as soon as you start feeling confident",FALSE,0,NA,2017-11-07 18:55:20,FALSE,NA,"927972756926402560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LENAthelegend",28,TRUE,FALSE,NA,NA
"529","lemon chamomile amp honey soapacne pimples dryness itchy skin antioxidant wrinkles",FALSE,0,NA,2017-11-07 18:55:04,FALSE,NA,"927972688051757062",NA,"<a href=""https://www.sweetertweet.com"" rel=""nofollow"">SweeterTweet</a>","TeaHerbMilkSoap",0,FALSE,FALSE,NA,NA
"530","why the fuck do people point out acneany skin problems in general like i promise ive noticed my skin is freaking the fuc",FALSE,0,NA,2017-11-07 18:55:03,FALSE,NA,"927972683647737856",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","itsyagurlkailyy",71,TRUE,FALSE,NA,NA
"531","people of sheffield",FALSE,0,NA,2017-11-07 18:54:59,FALSE,NA,"927972668460142592",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Tiggeroffground",15,TRUE,FALSE,NA,NA
"532","imagine blaming your acne purely on geography im",FALSE,2,"yunghawtebony",2017-11-07 18:54:59,FALSE,"927970134844518400","927972667226980352","862492788629184513","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","carolineflocka",0,FALSE,FALSE,NA,NA
"533","wanna clear up your acne 





acnetreatment acne skincare skincareroutine acnescars",FALSE,0,NA,2017-11-07 18:54:56,FALSE,NA,"927972654224723968",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","lxrorganics",0,FALSE,FALSE,NA,NA
"534","acne as soon as you start feeling confident",FALSE,0,NA,2017-11-07 18:54:27,FALSE,NA,"927972533361610753",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","whorificc",28,TRUE,FALSE,NA,NA
"535",NA,FALSE,0,"aphotic_mh",2017-11-07 18:54:26,FALSE,"927963120739520512","927972528458518528","536223078","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","surreptitious_H",0,FALSE,FALSE,NA,NA
"536","excuse the acne on my face that ruins everything i do",FALSE,0,NA,2017-11-07 18:54:16,FALSE,NA,"927972488176459777",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MultiFandombro_",1,TRUE,FALSE,NA,NA
"537","why the fuck do people point out acneany skin problems in general like i promise ive noticed my skin is freaking the fuc",FALSE,0,NA,2017-11-07 18:54:15,FALSE,NA,"927972483210383367",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","arturo1697",71,TRUE,FALSE,NA,NA
"538","hi love galore garden will work better for clearing up dark spots amp acne scars the sss serum is best",FALSE,1,"TeeXoXoEmm",2017-11-07 18:54:08,TRUE,"927968876285038592","927972454093516800","2260503637","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BahiCosmetics",0,FALSE,FALSE,NA,NA
"539","get younger skin and cure acne with the food you eat",FALSE,0,NA,2017-11-07 18:54:00,FALSE,NA,"927972422044790784",NA,"<a href=""http://www.twitshot.com"" rel=""nofollow"">Twitshot.com</a>","Gorilla_Picnic",0,FALSE,FALSE,NA,NA
"540","sabi youre not supposed to purge sa mga places na you dont usually get acne",FALSE,0,"davepatrimonio",2017-11-07 18:53:23,FALSE,"927896684981395457","927972263130947584","63412096","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ninerninernina",0,FALSE,FALSE,NA,NA
"541","cystic acne have you tried mario badescu rose water get away from me before i call the police",FALSE,0,NA,2017-11-07 18:53:22,FALSE,NA,"927972261499346944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_kaylasawyer",4262,TRUE,FALSE,NA,NA
"542","sheffield tree campaigners and council bosses to talk tomorrow trust and a positive atmosphere is hoped for",FALSE,0,NA,2017-11-07 18:53:09,FALSE,NA,"927972204389851136",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kid_acne",23,TRUE,FALSE,NA,NA
